Orthogroup	Duplications (all)	Duplications (50% support)
OG0005924	3	3
OG0005925	3	3
OG0005926	3	3
OG0005927	3	3
OG0005928	5	5
OG0005929	3	3
OG0005930	5	4
OG0005931	3	3
OG0005932	3	3
OG0005933	3	3
OG0005934	3	3
OG0005935	3	3
OG0005936	9	9
OG0005937	5	5
OG0005938	3	3
OG0005939	9	9
OG0005940	3	3
OG0005941	6	6
OG0005942	3	3
OG0005943	3	3
OG0005944	3	3
OG0005945	2	1
OG0005946	3	3
OG0005947	3	3
OG0005948	5	5
OG0005949	3	3
OG0005950	4	4
OG0005951	4	4
OG0005952	5	5
OG0005953	3	3
OG0005954	3	3
OG0005955	3	3
OG0005956	3	3
OG0005957	3	3
OG0005958	5	5
OG0005959	3	3
OG0005960	3	3
OG0005961	4	4
OG0005962	4	4
OG0005963	3	3
OG0005964	3	3
OG0005965	9	9
OG0005966	3	3
OG0005967	3	3
OG0005968	4	4
OG0005969	2	2
OG0005970	3	3
OG0005971	3	3
OG0005972	3	3
OG0005973	3	3
OG0005974	3	3
OG0005975	3	3
OG0005976	5	5
OG0005977	3	3
OG0005978	2	2
OG0005979	3	3
OG0005980	4	4
OG0005981	3	3
OG0005982	3	3
OG0005983	3	3
OG0005984	4	3
OG0005985	3	3
OG0005986	3	3
OG0005987	3	3
OG0005988	3	3
OG0005989	3	3
OG0005990	7	7
OG0005991	3	3
OG0005992	3	3
OG0005993	3	3
OG0005994	3	3
OG0005995	3	3
OG0005996	8	8
OG0005997	7	7
OG0005998	3	3
OG0005999	3	3
OG0006000	3	3
OG0006001	9	9
OG0006002	3	3
OG0006003	3	3
OG0006004	4	4
OG0006005	3	3
OG0006006	3	3
OG0006007	3	3
OG0006008	3	3
OG0006009	3	3
OG0006010	3	3
OG0006011	3	3
OG0006012	3	3
OG0006013	2	2
OG0006014	3	3
OG0006015	3	3
OG0006016	7	7
OG0006017	3	3
OG0006018	3	3
OG0006019	3	3
OG0006020	5	5
OG0006021	3	3
OG0006022	3	3
OG0006023	3	3
OG0006024	3	3
OG0006025	3	3
OG0006026	3	3
OG0006027	3	3
OG0006028	3	3
OG0006029	3	3
OG0006030	3	3
OG0006031	3	3
OG0006032	3	3
OG0006033	3	3
OG0006034	3	3
OG0006035	3	3
OG0006036	3	3
OG0006037	3	3
OG0006038	3	3
OG0006039	3	3
OG0006040	3	3
OG0006041	3	3
OG0006042	3	3
OG0006043	3	3
OG0006044	3	3
OG0006045	5	5
OG0006046	3	3
OG0006047	3	3
OG0006048	3	3
OG0006049	2	2
OG0006050	3	3
OG0006051	3	3
OG0006052	3	3
OG0006053	3	3
OG0006054	4	4
OG0006055	3	3
OG0006056	3	3
OG0006057	3	3
OG0006058	3	3
OG0006059	3	3
OG0006060	4	4
OG0006061	3	3
OG0006062	1	0
OG0006063	3	3
OG0006064	3	3
OG0006065	3	3
OG0006066	4	4
OG0006067	4	4
OG0006068	3	3
OG0006069	3	3
OG0006070	3	3
OG0006071	3	3
OG0006072	3	3
OG0006073	3	3
OG0006074	3	3
OG0006075	4	4
OG0006076	3	3
OG0006077	3	3
OG0006078	3	3
OG0006079	3	3
OG0006080	5	5
OG0006081	3	3
OG0006082	3	3
OG0006083	3	3
OG0006084	3	3
OG0006085	3	3
OG0006086	3	3
OG0006087	3	3
OG0006088	3	3
OG0006089	3	3
OG0006090	3	3
OG0006091	3	3
OG0006092	3	3
OG0006093	3	3
OG0006094	3	3
OG0006095	3	3
OG0006096	3	3
OG0006097	3	3
OG0006098	3	3
OG0006099	3	3
OG0006100	3	3
OG0006101	3	3
OG0006102	3	3
OG0006103	3	3
OG0006104	3	3
OG0006105	3	3
OG0006106	3	3
OG0006107	3	3
OG0006108	3	3
OG0006109	3	3
OG0006110	5	5
OG0006111	4	4
OG0006112	3	3
OG0006113	3	3
OG0006114	3	3
OG0006115	3	3
OG0006116	3	3
OG0006117	3	3
OG0006118	3	3
OG0006119	3	3
OG0006120	3	3
OG0006121	3	3
OG0006122	3	3
OG0006123	3	3
OG0006124	3	3
OG0006125	3	3
OG0006126	4	4
OG0006127	3	3
OG0006128	6	6
OG0006129	4	4
OG0006130	4	4
OG0006131	3	3
OG0006132	5	5
OG0006133	3	3
OG0006134	3	3
OG0006135	5	5
OG0006136	7	7
OG0006137	3	3
OG0006138	3	3
OG0006139	3	3
OG0006140	3	3
OG0006141	3	3
OG0006142	3	3
OG0006143	3	3
OG0006144	4	4
OG0006145	3	3
OG0006146	3	3
OG0006147	5	5
OG0006148	3	3
OG0006149	2	2
OG0006150	3	3
OG0006151	3	3
OG0006152	3	3
OG0006153	3	3
OG0006154	4	4
OG0006155	3	3
OG0006156	3	3
OG0006157	3	3
OG0006158	3	3
OG0006159	3	3
OG0006160	3	3
OG0006161	3	3
OG0006162	3	3
OG0006163	3	3
OG0006164	3	3
OG0006165	4	4
OG0006166	3	3
OG0006167	3	3
OG0006168	3	3
OG0006169	3	3
OG0006170	3	3
OG0006171	3	3
OG0006172	3	3
OG0006173	3	3
OG0006174	3	3
OG0006175	3	3
OG0006176	3	3
OG0006177	3	3
OG0006178	2	2
OG0006179	3	3
OG0006180	3	3
OG0006181	3	3
OG0006182	4	4
OG0006183	3	3
OG0006184	3	3
OG0006185	3	3
OG0006186	3	3
OG0006187	4	4
OG0006188	3	3
OG0006189	3	3
OG0006190	2	2
OG0006191	3	3
OG0006192	9	9
OG0006193	3	3
OG0006194	3	3
OG0006195	3	3
OG0006196	3	3
OG0006197	5	5
OG0006198	3	3
OG0006199	3	3
OG0006200	3	3
OG0006201	3	3
OG0006202	3	3
OG0006203	3	3
OG0006204	3	3
OG0006205	5	5
OG0006206	3	3
OG0006207	9	9
OG0006208	3	3
OG0006209	3	3
OG0006210	4	4
OG0006211	3	3
OG0006212	3	3
OG0006213	3	3
OG0006214	3	3
OG0006215	3	2
OG0006216	3	3
OG0006217	3	3
OG0006218	3	3
OG0006219	3	3
OG0006220	3	3
OG0006221	3	3
OG0006222	3	3
OG0006223	4	4
OG0006224	3	3
OG0006225	3	3
OG0006226	3	3
OG0006227	3	3
OG0006228	3	3
OG0006229	3	3
OG0006230	3	3
OG0006231	3	3
OG0006232	3	3
OG0006233	3	3
OG0006234	3	3
OG0006235	3	3
OG0006236	4	4
OG0006237	3	3
OG0006238	7	7
OG0006239	3	3
OG0006240	4	4
OG0006241	3	3
OG0006242	3	3
OG0006243	3	3
OG0006244	3	3
OG0006245	3	3
OG0006246	3	3
OG0006247	3	3
OG0006248	3	3
OG0006249	3	3
OG0006250	5	5
OG0006251	3	3
OG0006252	3	3
OG0006253	4	4
OG0006254	3	3
OG0006255	3	3
OG0006256	3	3
OG0006257	3	3
OG0006258	4	4
OG0006259	3	3
OG0006260	6	6
OG0006261	3	3
OG0006262	2	2
OG0006263	3	3
OG0006264	3	3
OG0006265	5	5
OG0006266	3	3
OG0006267	3	3
OG0006268	3	3
OG0006269	3	3
OG0006270	3	3
OG0006271	3	3
OG0006272	3	3
OG0006273	3	3
OG0006274	3	3
OG0006275	3	3
OG0006276	3	3
OG0006277	3	3
OG0006278	3	3
OG0006279	6	6
OG0006280	5	5
OG0006281	3	3
OG0006282	3	3
OG0006283	3	3
OG0006284	6	6
OG0006285	3	3
OG0006286	3	3
OG0006287	3	3
OG0006288	4	4
OG0006289	3	3
OG0006290	3	3
OG0006291	3	3
OG0006292	3	3
OG0006293	3	3
OG0006294	4	4
OG0006295	3	3
OG0006296	3	3
OG0006297	3	3
OG0006298	3	3
OG0006299	3	3
OG0006300	3	3
OG0006301	3	3
OG0006302	3	3
OG0006303	3	3
OG0006304	3	3
OG0006305	3	3
OG0006306	3	3
OG0006307	3	3
OG0006308	3	3
OG0006309	3	3
OG0006310	3	3
OG0006311	3	3
OG0006312	3	3
OG0006313	3	3
OG0006314	3	3
OG0006315	3	3
OG0006316	3	3
OG0006317	3	3
OG0006318	4	4
OG0006319	9	9
OG0006320	3	3
OG0006321	3	3
OG0006322	3	3
OG0006323	3	3
OG0006324	3	3
OG0006325	3	3
OG0006326	4	4
OG0006327	3	3
OG0006328	3	3
OG0006329	3	3
OG0006330	3	3
OG0006331	3	3
OG0006332	7	7
OG0006333	3	3
OG0006334	4	4
OG0006335	3	3
OG0006336	4	4
OG0006337	5	5
OG0006338	3	3
OG0006339	4	4
OG0006340	3	3
OG0006341	3	3
OG0006342	5	5
OG0006343	3	3
OG0006344	3	3
OG0006345	4	4
OG0006346	3	3
OG0006347	3	3
OG0006348	4	4
OG0006349	3	3
OG0006350	3	3
OG0006351	5	5
OG0006352	3	3
OG0006353	3	3
OG0006354	3	3
OG0006355	3	3
OG0006356	3	3
OG0006357	3	3
OG0006358	7	7
OG0006359	3	3
OG0006360	3	3
OG0006361	3	3
OG0006362	3	3
OG0006363	3	3
OG0006364	3	3
OG0006365	3	3
OG0006366	3	3
OG0006367	3	3
OG0006368	3	3
OG0006369	3	3
OG0006370	3	3
OG0006371	5	5
OG0006372	3	3
OG0006373	3	3
OG0006374	3	3
OG0006375	2	2
OG0006376	3	3
OG0006377	3	3
OG0006378	3	3
OG0006379	5	5
OG0006380	3	3
OG0006381	4	4
OG0006382	6	6
OG0006383	6	6
OG0006384	4	4
OG0006385	9	9
OG0006386	4	4
OG0006387	6	6
OG0006388	5	5
OG0006389	4	4
OG0006390	3	3
OG0006391	7	7
OG0006392	4	4
OG0006393	7	7
OG0006394	4	4
OG0006395	5	5
OG0006396	6	6
OG0006397	4	4
OG0006398	6	6
OG0006399	4	4
OG0006400	4	4
OG0006401	4	4
OG0006402	5	5
OG0006403	6	6
OG0006404	4	4
OG0006405	7	7
OG0006406	4	4
OG0006407	6	6
OG0006408	4	4
OG0006409	6	6
OG0006410	4	4
OG0006411	4	4
OG0006412	4	4
OG0006413	6	6
OG0006414	5	5
OG0006415	4	4
OG0006416	4	4
OG0006417	4	4
OG0006418	7	7
OG0006419	6	6
OG0006420	7	7
OG0006421	4	4
OG0006422	5	5
OG0006423	7	7
OG0006424	5	5
OG0006425	4	4
OG0006426	4	4
OG0006427	7	7
OG0006428	6	6
OG0006429	4	4
OG0006430	4	4
OG0006431	4	4
OG0006432	4	4
OG0006433	4	4
OG0006434	6	6
OG0006435	6	6
OG0006436	7	7
OG0006437	4	4
OG0006438	5	5
OG0006439	4	4
OG0006440	6	6
OG0006441	6	6
OG0006442	7	7
OG0006443	5	5
OG0006444	7	7
OG0006445	7	7
OG0006446	4	4
OG0006447	4	4
OG0006448	5	5
OG0006449	4	4
OG0006450	6	6
OG0006451	6	6
OG0006452	7	7
OG0006453	6	6
OG0006454	6	6
OG0006455	6	6
OG0006456	4	4
OG0006457	4	4
OG0006458	6	6
OG0006459	5	5
OG0006460	4	4
OG0006461	6	6
OG0006462	6	6
OG0006463	6	6
OG0006464	5	5
OG0006465	4	4
OG0006466	3	3
OG0006467	6	6
OG0006468	6	6
OG0006469	6	6
OG0006470	4	4
OG0006471	4	4
OG0006472	4	3
OG0006473	6	6
OG0006474	6	6
OG0006475	5	5
OG0006476	6	6
OG0006477	6	6
OG0006478	5	5
OG0006479	4	4
OG0006480	6	6
OG0006481	4	4
OG0006482	6	6
OG0006483	5	5
OG0006484	6	6
OG0006485	4	4
OG0006486	4	4
OG0006487	4	4
OG0006488	7	7
OG0006489	7	7
OG0006490	4	4
OG0006491	4	4
OG0006492	4	4
OG0006493	6	6
OG0006494	6	6
OG0006495	4	4
OG0006496	4	4
OG0006497	4	4
OG0006498	4	4
OG0006499	6	6
OG0006500	4	4
OG0006501	4	4
OG0006502	4	4
OG0006503	4	4
OG0006504	4	4
OG0006505	4	4
OG0006506	4	4
OG0006507	4	4
OG0006508	4	4
OG0006509	5	5
OG0006510	5	5
OG0006511	7	7
OG0006512	5	5
OG0006513	7	7
OG0006514	8	8
OG0006515	8	8
OG0006516	6	6
OG0006517	8	8
OG0006518	9	9
OG0006519	7	7
OG0006520	8	8
OG0006521	9	9
OG0006522	8	8
OG0006523	9	9
OG0006524	8	8
OG0006525	7	7
OG0006526	8	8
OG0006527	8	8
OG0006528	9	9
OG0006529	9	9
OG0006530	9	9
OG0006531	8	8
OG0006532	9	9
OG0006533	9	9
OG0006534	8	8
OG0006535	8	8
OG0006536	9	9
OG0006537	8	8
OG0006538	8	8
OG0006539	8	8
OG0006540	8	8
OG0006541	8	8
OG0006542	8	8
OG0006543	8	8
OG0006544	8	8
OG0006545	7	7
OG0006546	8	8
OG0006547	6	6
OG0006548	8	8
OG0006549	8	8
OG0006550	7	7
OG0006551	6	6
OG0006552	9	9
OG0006553	9	9
OG0006554	9	9
OG0006555	9	9
OG0006556	9	9
OG0006557	9	9
OG0006558	9	9
OG0006559	9	9
OG0006560	9	9
OG0006561	9	9
OG0006562	9	9
OG0006563	9	9
OG0006564	9	9
OG0006565	9	9
OG0006566	9	9
OG0006567	9	9
OG0006568	9	9
OG0006569	9	9
OG0006570	9	9
OG0006571	9	9
OG0006572	2	2
OG0006573	4	4
OG0006574	2	2
OG0006575	4	4
OG0006576	2	2
OG0006577	2	2
OG0006578	2	2
OG0006579	7	7
OG0006580	8	8
OG0006581	2	2
OG0006582	2	2
OG0006583	8	8
OG0006584	2	2
OG0006585	2	2
OG0006586	4	4
OG0006587	8	8
OG0006588	3	3
OG0006589	2	2
OG0006590	3	3
OG0006591	4	4
OG0006592	2	2
OG0006593	8	8
OG0006594	3	3
OG0006595	6	5
OG0006596	2	2
OG0006597	2	2
OG0006598	4	4
OG0006599	2	2
OG0006600	4	4
OG0006601	6	6
OG0006602	2	2
OG0006603	2	2
OG0006604	2	2
OG0006605	2	2
OG0006606	4	4
OG0006607	8	8
OG0006608	2	2
OG0006609	2	2
OG0006610	4	4
OG0006611	2	2
OG0006612	2	2
OG0006613	2	2
OG0006614	2	2
OG0006615	2	2
OG0006616	4	4
OG0006617	2	2
OG0006618	2	2
OG0006619	2	2
OG0006620	4	4
OG0006621	2	2
OG0006622	5	5
OG0006623	4	4
OG0006624	2	2
OG0006625	2	2
OG0006626	6	6
OG0006627	2	2
OG0006628	3	3
OG0006629	2	2
OG0006630	2	2
OG0006631	3	3
OG0006632	1	1
OG0006633	2	2
OG0006634	2	2
OG0006635	2	2
OG0006636	2	2
OG0006637	2	2
OG0006638	2	2
OG0006639	8	8
OG0006640	2	2
OG0006641	2	2
OG0006642	3	3
OG0006643	2	2
OG0006644	2	2
OG0006645	2	2
OG0006646	2	2
OG0006647	8	8
OG0006648	2	2
OG0006649	7	7
OG0006650	2	2
OG0006651	8	8
OG0006652	2	2
OG0006653	6	6
OG0006654	2	2
OG0006655	2	2
OG0006656	3	3
OG0006657	6	6
OG0006658	2	2
OG0006659	2	2
OG0006660	4	4
OG0006661	6	6
OG0006662	2	2
OG0006663	2	2
OG0006664	2	2
OG0006665	2	2
OG0006666	2	2
OG0006667	3	3
OG0006668	3	3
OG0006669	2	2
OG0006670	2	2
OG0006671	2	2
OG0006672	4	4
OG0006673	2	2
OG0006674	6	6
OG0006675	6	5
OG0006676	2	2
OG0006677	3	3
OG0006678	8	8
OG0006679	2	2
OG0006680	2	2
OG0006681	2	2
OG0006682	8	8
OG0006683	8	8
OG0006684	8	8
OG0006685	2	2
OG0006686	2	2
OG0006687	2	2
OG0006688	1	1
OG0006689	2	2
OG0006690	2	2
OG0006691	4	4
OG0006692	2	2
OG0006693	2	2
OG0006694	2	2
OG0006695	2	2
OG0006696	1	1
OG0006697	4	4
OG0006698	2	2
OG0006699	2	2
OG0006700	2	1
OG0006701	2	2
OG0006702	8	8
OG0006703	2	2
OG0006704	2	2
OG0006705	2	2
OG0006706	2	2
OG0006707	2	2
OG0006708	2	2
OG0006709	2	2
OG0006710	2	2
OG0006711	8	8
OG0006712	2	2
OG0006713	2	2
OG0006714	6	6
OG0006715	4	4
OG0006716	3	3
OG0006717	2	2
OG0006718	2	2
OG0006719	2	2
OG0006720	2	2
OG0006721	2	2
OG0006722	2	2
OG0006723	2	2
OG0006724	2	2
OG0006725	2	2
OG0006726	8	8
OG0006727	2	2
OG0006728	3	3
OG0006729	2	2
OG0006730	2	2
OG0006731	2	2
OG0006732	2	2
OG0006733	2	2
OG0006734	2	2
OG0006735	2	2
OG0006736	3	3
OG0006737	8	8
OG0006738	2	2
OG0006739	2	2
OG0006740	2	2
OG0006741	2	2
OG0006742	8	8
OG0006743	2	2
OG0006744	2	2
OG0006745	2	2
OG0006746	2	2
OG0006747	2	2
OG0006748	2	2
OG0006749	2	2
OG0006750	2	2
OG0006751	2	2
OG0006752	2	2
OG0006753	8	8
OG0006754	2	2
OG0006755	2	2
OG0006756	2	2
OG0006757	2	2
OG0006758	2	2
OG0006759	2	2
OG0006760	2	2
OG0006761	2	2
OG0006762	2	2
OG0006763	2	2
OG0006764	2	2
OG0006765	2	2
OG0006766	7	7
OG0006767	3	3
OG0006768	2	2
OG0006769	8	8
OG0006770	2	2
OG0006771	2	2
OG0006772	2	2
OG0006773	4	4
OG0006774	3	3
OG0006775	2	2
OG0006776	2	2
OG0006777	2	2
OG0006778	2	2
OG0006779	8	8
OG0006780	2	2
OG0006781	2	2
OG0006782	2	2
OG0006783	5	5
OG0006784	4	4
OG0006785	2	2
OG0006786	2	2
OG0006787	4	4
OG0006788	3	3
OG0006789	2	2
OG0006790	2	2
OG0006791	2	2
OG0006792	2	2
OG0006793	8	8
OG0006794	2	2
OG0006795	2	2
OG0006796	2	2
OG0006797	6	6
OG0006798	3	3
OG0006799	2	2
OG0006800	2	2
OG0006801	8	8
OG0006802	2	2
OG0006803	2	2
OG0006804	2	2
OG0006805	2	2
OG0006806	3	3
OG0006807	2	2
OG0006808	2	2
OG0006809	2	2
OG0006810	4	4
OG0006811	2	2
OG0006812	2	2
OG0006813	2	2
OG0006814	2	2
OG0006815	3	3
OG0006816	2	2
OG0006817	2	2
OG0006818	2	2
OG0006819	2	2
OG0006820	2	2
OG0006821	2	2
OG0006822	3	3
OG0006823	2	2
OG0006824	2	2
OG0006825	2	2
OG0006826	2	2
OG0006827	3	3
OG0006828	2	2
OG0006829	2	2
OG0006830	2	2
OG0006831	2	2
OG0006832	2	2
OG0006833	3	3
OG0006834	2	2
OG0006835	2	2
OG0006836	2	2
OG0006837	3	3
OG0006838	2	2
OG0006839	2	2
OG0006840	2	2
OG0006841	2	2
OG0006842	2	2
OG0006843	2	2
OG0006844	2	2
OG0006845	2	2
OG0006846	2	2
OG0006847	6	6
OG0006848	3	3
OG0006849	2	2
OG0006850	2	2
OG0006851	2	2
OG0006852	2	2
OG0006853	2	2
OG0006854	8	8
OG0006855	2	2
OG0006856	4	4
OG0006857	4	4
OG0006858	2	2
OG0006859	4	4
OG0006860	4	4
OG0006861	2	2
OG0006862	2	2
OG0006863	2	2
OG0006864	2	2
OG0006865	3	3
OG0006866	2	2
OG0006867	2	2
OG0006868	3	3
OG0006869	3	3
OG0006870	2	2
OG0006871	2	2
OG0006872	2	2
OG0006873	3	3
OG0006874	2	2
OG0006875	2	2
OG0006876	2	2
OG0006877	2	2
OG0006878	4	4
OG0006879	3	3
OG0006880	2	2
OG0006881	5	5
OG0006882	2	2
OG0006883	2	2
OG0006884	2	2
OG0006885	5	5
OG0006886	2	2
OG0006887	2	2
OG0006888	5	5
OG0006889	2	2
OG0006890	2	2
OG0006891	4	3
OG0006892	2	2
OG0006893	2	2
OG0006894	2	2
OG0006895	2	2
OG0006896	2	2
OG0006897	2	2
OG0006898	2	2
OG0006899	2	2
OG0006900	3	3
OG0006901	2	2
OG0006902	2	2
OG0006903	2	2
OG0006904	2	2
OG0006905	3	3
OG0006906	2	2
OG0006907	2	2
OG0006908	6	6
OG0006909	2	2
OG0006910	2	2
OG0006911	2	2
OG0006912	2	2
OG0006913	2	2
OG0006914	5	5
OG0006915	2	2
OG0006916	2	2
OG0006917	2	2
OG0006918	2	2
OG0006919	2	2
OG0006920	2	2
OG0006921	4	4
OG0006922	2	2
OG0006923	2	2
OG0006924	2	2
OG0006925	2	2
OG0006926	2	2
OG0006927	2	2
OG0006928	2	2
OG0006929	2	2
OG0006930	2	2
OG0006931	2	2
OG0006932	2	2
OG0006933	2	2
OG0006934	2	2
OG0006935	2	2
OG0006936	2	2
OG0006937	2	2
OG0006938	2	2
OG0006939	2	2
OG0006940	2	2
OG0006941	7	7
OG0006942	2	2
OG0006943	1	1
OG0006944	2	2
OG0006945	7	7
OG0006946	3	3
OG0006947	2	2
OG0006948	2	2
OG0006949	2	2
OG0006950	2	2
OG0006951	2	2
OG0006952	2	2
OG0006953	2	2
OG0006954	2	2
OG0006955	2	2
OG0006956	2	2
OG0006957	8	8
OG0006958	1	0
OG0006959	4	4
OG0006960	2	2
OG0006961	2	2
OG0006962	2	2
OG0006963	2	2
OG0006964	2	2
OG0006965	2	2
OG0006966	2	2
OG0006967	2	2
OG0006968	2	2
OG0006969	2	2
OG0006970	2	2
OG0006971	2	2
OG0006972	2	2
OG0006973	2	2
OG0006974	2	2
OG0006975	2	2
OG0006976	2	2
OG0006977	2	2
OG0006978	1	0
OG0006979	2	2
OG0006980	2	2
OG0006981	2	2
OG0006982	2	2
OG0006983	2	2
OG0006984	2	2
OG0006985	2	2
OG0006986	2	2
OG0006987	2	2
OG0006988	2	2
OG0006989	2	2
OG0006990	2	2
OG0006991	2	2
OG0006992	2	2
OG0006993	2	2
OG0006994	5	5
OG0006995	4	4
OG0006996	2	2
OG0006997	2	2
OG0006998	2	2
OG0006999	2	2
OG0007000	2	2
OG0007001	2	2
OG0007002	2	2
OG0007003	2	2
OG0007004	2	2
OG0007005	2	2
OG0007006	2	2
OG0007007	2	2
OG0007008	2	2
OG0007009	2	2
OG0007010	2	2
OG0007011	2	2
OG0007012	2	2
OG0007013	2	2
OG0007014	2	2
OG0007015	2	2
OG0007016	2	2
OG0007017	2	2
OG0007018	2	2
OG0007019	2	2
OG0007020	2	2
OG0007021	2	2
OG0007022	2	2
OG0007023	6	6
OG0007024	2	2
OG0007025	2	2
OG0007026	2	2
OG0007027	2	2
OG0007028	1	1
OG0007029	4	4
OG0007030	2	2
OG0007031	2	2
OG0007032	3	3
OG0007033	4	4
OG0007034	2	2
OG0007035	2	2
OG0007036	2	2
OG0007037	4	4
OG0007038	2	2
OG0007039	2	2
OG0007040	2	2
OG0007041	2	2
OG0007042	2	2
OG0007043	2	2
OG0007044	3	3
OG0007045	2	2
OG0007046	6	6
OG0007047	2	2
OG0007048	4	4
OG0007049	3	3
OG0007050	2	2
OG0007051	6	6
OG0007052	2	2
OG0007053	2	2
OG0007054	4	4
OG0007055	2	2
OG0007056	2	2
OG0007057	3	3
OG0007058	2	2
OG0007059	2	2
OG0007060	2	2
OG0007061	2	2
OG0007062	5	5
OG0007063	2	2
OG0007064	2	2
OG0007065	2	2
OG0007066	2	2
OG0007067	2	2
OG0007068	2	2
OG0007069	2	2
OG0007070	2	2
OG0007071	2	2
OG0007072	2	2
OG0007073	2	2
OG0007074	2	2
OG0007075	2	2
OG0007076	2	2
OG0007077	2	2
OG0007078	2	2
OG0007079	2	2
OG0007080	2	2
OG0007081	2	2
OG0007082	2	2
OG0007083	2	2
OG0007084	2	2
OG0007085	2	2
OG0007086	2	2
OG0007087	2	2
OG0007088	2	2
OG0007089	2	2
OG0007090	2	2
OG0007091	2	2
OG0007092	2	2
OG0007093	2	2
OG0007094	2	2
OG0007095	2	2
OG0007096	2	1
OG0007097	2	2
OG0007098	2	2
OG0007099	2	2
OG0007100	2	2
OG0007101	2	2
OG0007102	2	2
OG0007103	2	2
OG0007104	5	5
OG0007105	2	2
OG0007106	3	3
OG0007107	2	2
OG0007108	2	2
OG0007109	2	2
OG0007110	2	2
OG0007111	4	4
OG0007112	2	2
OG0007113	2	2
OG0007114	2	2
OG0007115	2	2
OG0007116	2	2
OG0007117	2	2
OG0007118	3	3
OG0007119	2	2
OG0007120	4	4
OG0007121	2	2
OG0007122	2	2
OG0007123	2	2
OG0007124	2	2
OG0007125	2	2
OG0007126	2	2
OG0007127	2	2
OG0007128	3	3
OG0007129	2	2
OG0007130	2	2
OG0007131	2	2
OG0007132	2	2
OG0007133	2	2
OG0007134	4	4
OG0007135	2	2
OG0007136	2	2
OG0007137	2	2
OG0007138	2	2
OG0007139	2	2
OG0007140	2	2
OG0007141	2	2
OG0007142	2	2
OG0007143	5	5
OG0007144	2	2
OG0007145	2	2
OG0007146	2	2
OG0007147	2	2
OG0007148	2	2
OG0007149	2	2
OG0007150	2	2
OG0007151	4	4
OG0007152	2	2
OG0007153	3	3
OG0007154	2	2
OG0007155	4	4
OG0007156	2	2
OG0007157	2	2
OG0007158	2	2
OG0007159	2	2
OG0007160	2	2
OG0007161	2	2
OG0007162	2	2
OG0007163	2	2
OG0007164	2	2
OG0007165	2	2
OG0007166	4	4
OG0007167	2	2
OG0007168	2	2
OG0007169	2	2
OG0007170	2	2
OG0007171	2	2
OG0007172	8	8
OG0007173	8	8
OG0007174	2	2
OG0007175	3	3
OG0007176	3	3
OG0007177	2	2
OG0007178	2	2
OG0007179	2	2
OG0007180	2	2
OG0007181	2	2
OG0007182	5	5
OG0007183	2	2
OG0007184	3	3
OG0007185	2	2
OG0007186	2	2
OG0007187	2	2
OG0007188	2	2
OG0007189	2	2
OG0007190	2	2
OG0007191	2	2
OG0007192	2	2
OG0007193	2	2
OG0007194	2	2
OG0007195	2	2
OG0007196	2	2
OG0007197	2	2
OG0007198	2	2
OG0007199	2	2
OG0007200	2	2
OG0007201	2	2
OG0007202	2	2
OG0007203	2	2
OG0007204	2	2
OG0007205	2	2
OG0007206	2	2
OG0007207	2	2
OG0007208	2	2
OG0007209	3	3
OG0007210	4	4
OG0007211	2	2
OG0007212	2	2
OG0007213	2	2
OG0007214	3	3
OG0007215	2	2
OG0007216	2	2
OG0007217	2	2
OG0007218	6	6
OG0007219	2	2
OG0007220	2	2
OG0007221	3	3
OG0007222	2	2
OG0007223	2	2
OG0007224	2	2
OG0007225	3	3
OG0007226	3	3
OG0007227	2	2
OG0007228	3	3
OG0007229	2	2
OG0007230	2	2
OG0007231	2	2
OG0007232	4	3
OG0007233	8	8
OG0007234	5	5
OG0007235	5	5
OG0007236	4	4
OG0007237	3	3
OG0007238	5	5
OG0007239	6	6
OG0007240	5	5
OG0007241	5	5
OG0007242	5	5
OG0007243	7	7
OG0007244	5	5
OG0007245	4	4
OG0007246	4	4
OG0007247	3	3
OG0007248	5	5
OG0007249	4	4
OG0007250	3	3
OG0007251	3	3
OG0007252	3	3
OG0007253	5	5
OG0007254	3	3
OG0007255	5	5
OG0007256	4	4
OG0007257	3	3
OG0007258	4	4
OG0007259	5	5
OG0007260	5	5
OG0007261	3	3
OG0007262	5	5
OG0007263	5	5
OG0007264	3	3
OG0007265	3	3
OG0007266	3	3
OG0007267	5	5
OG0007268	5	5
OG0007269	5	5
OG0007270	5	5
OG0007271	3	3
OG0007272	5	5
OG0007273	5	5
OG0007274	3	3
OG0007275	6	6
OG0007276	3	3
OG0007277	5	5
OG0007278	6	6
OG0007279	6	6
OG0007280	3	3
OG0007281	4	4
OG0007282	5	5
OG0007283	3	3
OG0007284	3	3
OG0007285	3	3
OG0007286	3	3
OG0007287	3	3
OG0007288	5	5
OG0007289	6	6
OG0007290	4	4
OG0007291	5	5
OG0007292	6	6
OG0007293	3	3
OG0007294	5	5
OG0007295	6	6
OG0007296	6	6
OG0007297	3	3
OG0007298	4	4
OG0007299	2	2
OG0007300	3	3
OG0007301	3	3
OG0007302	4	4
OG0007303	3	3
OG0007304	5	5
OG0007305	5	5
OG0007306	7	7
OG0007307	3	3
OG0007308	3	3
OG0007309	6	6
OG0007310	3	3
OG0007311	3	3
OG0007312	3	3
OG0007313	4	4
OG0007314	5	5
OG0007315	5	5
OG0007316	3	3
OG0007317	4	4
OG0007318	7	7
OG0007319	4	4
OG0007320	3	3
